Step,Completed?,Item/Objective,Category,Location,Notes
1418,FALSE,Starlight Shard,Key Item,Western Liurnia,"10 found in Cathedral of Manus Celes. This would get you all you need for Seluvis' Puppets, and you can return to Seluvis (or his corpse) to finish your purchases now"
1419,FALSE,Cathedral of Manus Celes,SoG/Location,Western Liurnia,East from Dragon Adula encounter. You can find 10 Starlight Shards
1420,FALSE,Ranni the Witch,NPC,Western Liurnia,Found at the bottom of the hole in Cathedral of Manus Celes. Interact with her and this will conclude Ranni's quest and sets up the Ranni ending
1421,FALSE,Dark Moon Greatsword,Greatsword,Western Liurnia,Received for completing Ranni's quest
1422,FALSE,Lunar Estate Ruins,SoG/Location,Western Liurnia,South of Cathedral of Manus Celes
1423,FALSE,Cerulean Amber Medallion +2,Talisman,Western Liurnia,"Found underground beneath Lunar Estate Ruins. Underground area is hidden, must hit illusory ground and use Stonesword Key. Central part of the ruins"
1424,FALSE,Ranni's Rise,SoG/Location,Western Liurnia,Approach from the outside instead of fast traveling to it. You'll fight Blaidd
1425,FALSE,Blaidd,Enemy,Western Liurnia,Approach Ranni's Rise from the outside to fight. Drops Royal Greatsword and Blaidd's Set. This ends Blaidd's quest
1426,FALSE,Blaidd's Set,Armor Set - Partial,Western Liurnia,Dropped by Blaidd at the end of his quest. The helmet is found earlier in this guide
1427,FALSE,Royal Greatsword,Colossal Sword,Western Liurnia,Dropped by Blaidd at the end of his quest
1428,FALSE,Ranni's Chamber,SoG/Location,Western Liurnia,"Go to the top of Ranni's Rise, rest at the SoG"
1429,FALSE,Ranni the Witch,NPC,Western Liurnia,Speak to Miniature Ranni for additional dialogue
1430,FALSE,Iji,NPC,Western Liurnia,"Go to Iji near Road to the Manor SoG and talk to him about Blaidd. Reload area and you'll find Iji's Bell Bearing and Iji's Mirrorhelm, completing his quest"
1431,FALSE,Iji's Bell Bearing,Bell Bearing,Western Liurnia,Found after completing Iji's quest and reloading area
1432,FALSE,Iji's Mirrorhelm,Helmet,Western Liurnia,Found after completing Iji's quest and reloading area. Not part of an armor set
1433,FALSE,Dung Eater Run - For Puppet,Checkpoint,Altus/Leyndell,"This checkpoint is specific to getting the Dung Eater Puppet Ashes as quickly as possible. You'll end up doing a lot of running through areas without grabbing items so that it can be done quickly. If you are not going for the Dung Eater Puppet, skip this section"
1434,FALSE,Abandoned Coffin,SoG/Location,Altus/Leyndell,Warp to Abandon Coffin SoG
1435,FALSE,Erdtree-Gazing Hill,SoG/Location,Altus/Leyndell,Head up the hill past the caravans until you find the Erdtree-Gazing Hill SoG
1436,FALSE,Melina,NPC,Altus/Leyndell,Speak to her at the Erdtree-Gazing Hill SoG
1437,FALSE,Outer Wall Phantom Tree,SoG/Location,Altus/Leyndell,"Head East past the camp, up the road/stairs, past the two tree sentinel bosses and through the door"
1438,FALSE,Outer Wall Battleground,SoG/Location,Altus/Leyndell,Head North/Northeast along road. Hug cliff to the right to avoid Margitt fight for now
1439,FALSE,Draconic Tree Sentinel,Boss,Altus/Leyndell,"Head East up the stairs and through the graveyard. Follow road until you come across another gate and the Dragon Tree Sentinel, kill for access"
1440,FALSE,Dragon Greatclaw,Colossal Weapon,Altus/Leyndell,Dropped by Draconic Tree Sentinel
1441,FALSE,Dragonclaw Shield,Greatshield,Altus/Leyndell,Dropped by Draconic Tree Sentinel
1442,FALSE,Capital Rampart,SoG/Location,Altus/Leyndell,Found through entryway after defeating Draconic Tree Sentinel
1443,FALSE,East Capital Rampart,SoG/Location,Altus/Leyndell,Follow path. Speak to Melina here
1444,FALSE,Melina,NPC,Altus/Leyndell,Melina will speak to you at the East Capital Rampart SoG. She will bid you farewell for now
1445,FALSE,Leyndell Skip,Event,Altus/Leyndell,"Look up ""New Leyndell Capital Skip"" on YouTube and follow the directions. You basically go to first bubble guy from East Capital Rampart, walk against that pillar and drop down, then drop to the ledge to the right, then jump around the pillar on your left to the other side. Follow that to a window and drop to it, then down to ledge on right, and finally jump to the circular building behind you"
1446,FALSE,Avenue Balcony,SOG/Location,Altus/Leyndell,"From the top of the circular building, jump down to the street, run Southwest along road and past boss, through door to right"
1447,FALSE,Underground Roadside,SoG/Location,Altus/Leyndell,"From Avenue Balcony SoG, go down stairs and through door, turn left, then follow railing until rooftops and well over the edge to the left. Jump down well, follow path with rats until balcony, jump down and go to door on the left"
1448,FALSE,Seedbed Curse,Key Item,Altus/Leyndell,"From the East Capital Rampart SoG, follow path past fire breathing statue and down the lift. Go into gold dome building, climb ladder then stairs. On corpse in chair in middle of the room"
1449,FALSE,Dung Eater,NPC,Roundtable,Warp to Roundtable Hold and speak to Dung Eater now that you have a Seedbed Curse. Hey will give you the Sewer Gaol Key
1450,FALSE,Sewer Gaol Key,Key Item,Roundtable,Given to you by Dung Eater after speaking to him after obtaining a Seedbed Curse
1451,FALSE,Dung Eater ,NPC,Altus/Leyndell,"From Underground Roadside, head out and turn left, follow along the left until you can drop into sewer, then follow past rats and poison flowers. Up ladder, past enemies, use key to unlock cell and speak to him"
1452,FALSE,Dung Eater,NPC,Roundtable,Warp back and find message from Dung Eater on the floor
1453,FALSE,Blackguard Big Boggart,NPC,Altus/Leyndell,"From the Outer Wall Battleground SoG, head East to broken stairs, then Southeast from the fork nearing the golems. Carefully jump down cliff to right before making it to other side of moat and speak to Blackguard before finding Dung Eater. Exhaust dialogue and reload. Exhaust dialogue and reload again. Interact with him to get Seedbed Curse, Blackguard Bell Bearing, and Iron Ball"
1454,FALSE,Seedbed Curse,Key Item,Altus/Leyndell,Obtained off of Blackguard's body
1455,FALSE,Blackguard's Bell Bearing,Bell Bearing,Altus/Leyndell,Obtained off of Blackguard's body
1456,FALSE,Iron Ball,Fist,Altus/Leyndell,Obtained off of Blackguard's body
1457,FALSE,Blackguard's Iron Mask,Helmet,Altus/Leyndell,Obtained off of Blackguard's body. Not part of an armor set
1458,FALSE,Dung Eater,Invader,Altus/Leyndell,Found in the Outer Moat near Blackguard. Drops Sword of Milos
1459,FALSE,Sword of Milos,Greatsword,Altus/Leyndell,Dropped by Dung Eater invasion
1460,FALSE,Dung Eater,NPC,Roundtable,Speak to him and exhaust dialogue
1461,FALSE,Dung Eater,NPC,Altus/Leyndell,"Return to his cell from the Underground Roadside SoG, and give Seluvis Potion. DO NOT RELOAD OR LEAVE. YOU NEED TO KILL HIM IMMEDIATELY AFTER GIVING HIM THE POTION TO RECEIVE HIS ARMOR. You can now go back to Seluvis and advance his questline"
1462,FALSE,Omen Set,Armor Set,Altus/Leyndell,"Kill Dung Eater immediately after this step without reloading the area, or you'll need to get the armor on another playthrough"
1463,FALSE,Altus Plateau Part 2,Checkpoint,Altus Plateau,"Return to the Abandoned Coffin SoG in Altus Plateau. NOTE: Return to Seluvis and Nokron Sections if you went for the Dung Eater Puppet. Altus Plateau contains Smithing Stone 4, 5, Somber Smithing Stone 5, 6, Ghost Glovewort 4"
1464,FALSE,Ash of War: Sacred Order,Ash of War,Altus Plateau,Northwest of the Abandoned Coffin SoG. Kill the scarab along the path to the left of the small lake
1465,FALSE,Perfumer's Ruins,SoG/Location,Altus Plateau,"Northwest from Abandoned Coffin SoG, West part of Altus Plateau"
1466,FALSE,Omenkiller,Enemy,Altus Plateau,Need chest
1467,FALSE,Omenkiller Set,Armor Set - Partial,Altus Plateau,Dropped by Omenkiller enemy in Perfumer's Ruins. The helmet is found later
1468,FALSE,Perfume Bottle,Consumable,Altus Plateau,Found on the table near the Omenkiller enemy
1469,FALSE,Perfumer's Cookbook 1,Cookbook,Altus Plateau,Found in Perfumer's Ruins in a chest
1470,FALSE,Perfume Bottle,Consumable,Altus Plateau,Found on the platform near the giant poison flower enemy
1471,FALSE,Perfumer's Talisman,Talisman,Altus Plateau,Found underground beneath Perfumer's Ruins in a chest near giant poisonous flower
1472,FALSE,Unsightly Catacombs,SoG/Location,Altus Plateau,"West of the Perfumer's Ruins, down the cliff side. Needs 2 Stonesword Keys to unlock. Grave Glovewort 4, 5, Ghost Glovewort 5"
1473,FALSE,Winged Misbegotten Ashes,Spirit Ashes,Unsightly Catacombs,Follow path until you see a safe spot to jump into the water with the corpses. Find here against the wall
1474,FALSE,Prattling Pate (Apologies),Key Item,Unsightly Catacombs,"Continue from the water you dropped down to until you find the lever, then follow around to the other side, on a corpse"
1475,FALSE,Misbegotten Warrior and Perfumer Tricia,Boss,Unsightly Catacombs,Drops Perfumer Tricia Ashes
1476,FALSE,Perfumer Tricia,Spirit Ashes,Unsightly Catacombs,Dropped by Misbegotten Warrior and Perfumer Tricia boss
1477,FALSE,Sage's Cave,SoG/Location,Altus Plateau,Northeast part of small lake North of Abandoned Coffin
1478,FALSE,Black Hood,Helmet,Sage's Cave,"Go down tunnel until dead end, then hit illusory rock wall. Follow path to waterfall, turn right and hit another wall. Go down small waterfall and past chests, turn left to see sconces near another illusory wall. Part of the Leather Set"
1479,FALSE,Candletree Wooden Shield,Medium Shield,Sage's Cave,"Go down tunnel until dead end, then hit illusory rock wall. Follow path to waterfall, turn right and hit another wall. Go down small waterfall and past chests, turn left to see sconces near another illusory wall"
1480,FALSE,Stonesword Key,Key Item,Sage's Cave,"Next room, wall with skeleton"
1481,FALSE,Raptor Talons,Claw,Sage's Cave,"Next room from skeleton, in chest"
1482,FALSE,Raptor's Black Feathers,Chest Armor,Sage's Cave,"After next waterfall jump left, attack left wall to find two chests. Part of the Raptor's Set"
1483,FALSE,Skeletal Mask,Helmet,Sage's Cave,"After next waterfall jump left, attack left wall to find two chests. Part of the Raptor's Set"
1484,FALSE,Necromancer Garris,Boss,Sage's Cave,"Otherside of room, attack another wall to find this boss. Drops Family Heads"
1485,FALSE,Family Heads,Flail,Sage's Cave,Dropped by Necromancer Garris
1486,FALSE,Black Knife Assassin,Boss,Sage's Cave,"Back to the waterfall, stay left side to find. Drops Concealing Veil. Watch water for footprints as she is invisible. Using summon is a must"
1487,FALSE,Concealing Veil,Talisman,Sage's Cave,Dropped by Black Knife Assassin
1488,FALSE,Erdtree-Gazing Hill,SoG/Location,Altus Plateau,"From the Abandoned Coffin SoG, head Northeast up the hill past where you fought the dragon"
1489,FALSE,Millicent,NPC,Altus Plateau,Return to the Erdtree-Gazing Hill SoG. North on the cliff side. Exhaust dialogue
1490,FALSE,Golden Seed,Flask,Altus Plateau,"Near Millicent, by Golden Tree"
1491,FALSE,Wyndham Ruins,SoG/Location,Altus Plateau,North of Millicent
1492,FALSE,Tibia Mariner,Boss,Altus Plateau,In the Wyndham Ruins. Drops Deathroot and Tibia's Summons
1493,FALSE,Deathroot,Quest Item,Altus Plateau,"Dropped by Tibia Mariner in Wyndham Ruins, Altus Plateau. Fifth one found"
1494,FALSE,Tibia's Summons,Sorcery,Altus Plateau,"Dropped by Tibia Mariner in Wyndham Ruins, Altus Plateau"
1495,FALSE,Pearldrake Talisman +1,Talisman,Altus Plateau,"Found in North part of the Wyndham Ruins. In an underground room, requires Stonesword Key"
1496,FALSE,Wyndham Catacombs,SoG/Location,Altus Plateau,"Found at the top of the Wyndham Ruins by a cliff. Ghost Glovewort 6 Grave Glovewort 4, 5, Smithing Stone 5"
1497,FALSE,Lightning Scorpion Charm,Talisman,Wyndham Catacombs,"Follow path and down the lift, to water area. Past knight and up the ladder. Requires Stonesword Key"
1498,FALSE,Ancient Dragon Apostle's Cookbook 1,Cookbook,Wyndham Catacombs,"Look for large elevator platform that would kill you with spikes on the roof. Activate it and backtrack, then immediately jump below it into the water"
1499,FALSE,Erdtree Burial Watchdog,Boss,Wyndham Catacombs,Drops the Glovewort Picker's Bell Bearing 1
1500,FALSE,Glovewort Picker's Bell Bearing 1,Bell Bearing,Wyndham Catacombs,Dropped by Erdtree Burial Watchdog in Wyndham Catacombs. Allows you to upgrade normal Ashes to +3
1501,FALSE,Beast Clergyman,NPC,Caelid,Give him the 5th deathroot you've obtained to receive the Beast Claw incantation. this can be done after completing the Altus Plateau Part 2 section
1502,FALSE,Beast Claw,Incantation,Caelid,Received from Beast Clergyman after giving him the fifth Deathroot
1503,FALSE,Ash of War: Blood Blade,Ash of War,Altus Plateau,"Return to the Erdtree-Gazing Hill SoG. North on road, lower level from Millicent. Kill scarab"
1504,FALSE,Old Altus Tunnel,SoG/Location,Altus Plateau,"Side of road, North past Millicent. Requires 2 Stonesword Keys. Smithing Stone 5, Somber Smithing Stone 4-6"
1505,FALSE,Boltdrake Talisman +1,Talisman,Old Altus Tunnel,"Continue through, go up first ladder and find in shack with two dogs"
1506,FALSE,Troll's Hammer,Colossal Weapon,Old Altus Tunnel,"Found in shack near dogs, on lower level of cave"
1507,FALSE,Stonedigger Troll,Boss,Old Altus Tunnel,Drops Troll's Hammer and Great Club
1508,FALSE,Great Club,Colossal Weapon,Old Altus Tunnel,Dropped by Stonedigger Troll in Old Altus Tunnel
1509,FALSE,The Shaded Castle,SoG/Location,Altus Plateau,"North from the Old Altus Tunnel in the poisonous swamp. Contains Smithing Stone 4, 5, Ghost Glovewort 4"
1510,FALSE,Shaded Castle Ramparts,SoG/Location,The Shaded Castle,First SoG in this area. Jump up from poisonous swamp to outter wall
1511,FALSE,Champion's Song Painting,Painting,The Shaded Castle,"North section of outer wall. From the Shaded Castle Ramparts SoG, head down the stairs and left. Follow that until you see a broken section of wall to your left, walk down the stone ""ramp"" and into the small building on your right"
1512,FALSE,Valkyrie's Prothesis,Quest Item,The Shaded Castle,"Head Northwest and then West after dropping down from the Shaded Castle Ramparts SoG. Go up the ladder. Stay on the wall and head North. In a building guarded by a cleanrot knight, found in a chest. Will be given to Millicent later in her quest"
1513,FALSE,Shaded Castle Inner Gate,SoG/Location,The Shaded Castle,Head South along the wall again until you can drop to some buildings. Walk along the rooftops to the broken part of the wall and go through the gate
1514,FALSE,Perfume Bottle,Consumable,The Shaded Castle,"Head to the East part of the courtyard from this SoG, climb ladder, head South along top of wall to another ladder (do not climb down). Go past this ladded and up the stairs, found on a corpse"
1515,FALSE,Stonesword Key,Key Item,The Shaded Castle,Head back to the ladder you passed then jump down to the stone pillars to the left of the ladder
1516,FALSE,Ghost,Ghost,NPC,"Found just past the Shaded Castle Inner Gate SoG, to the right near the dog. Speak to it for lore"
1517,FALSE,Perfumer's Cookbook 2,Cookbook,The Shaded Castle,"Climb ladder near Shaded Castle Inner Gate SoG, then climb another ladder inside the building"
1518,FALSE,Elmer of the Briar,Boss,The Shaded Castle,Found at the top of the lift near the cleanrot knight. Drops Briar Greatshield and Marais Executioner's Sword
1519,FALSE,Briar Greatshield,Greatshield,The Shaded Castle,Dropped by Elmer of the Briar
1520,FALSE,Marais Executioner's Sword,Greatsword,The Shaded Castle,Dropped by Elmer of the Briar
1521,FALSE,Castellan's Hall,SoG/Location,The Shaded Castle,Appears after defeating Elmer of the Briar
1522,FALSE,Starlight Shard,Key Item,Altus Plateau,Return to outside the Shaded Castle and head North past the castle. You should find this in a large stone half-bowl
1523,FALSE,"Maleigh Marais, Shaded Castle Castellan",Enemy,Altus Plateau,"Found West of the Shaded Castle. Drops Marais Mask, Marais Robe, and Antspur Rapier"
1524,FALSE,Marais Set,Armor Set - Partial,Altus Plateau,Dropped by Maleigh Marais in Altus Plateau. This is just the Helmet and the Chest piece
